state,ship to county,ship to city,latitude,longitude,ship to number,ship to name,parent,nickname,nh3,uan,urea,an,truck,rail,unit train,rail line,barge,nh3storage,uanstorage,ureastorage,anstorage,nh32015,nh32016,nh32017,uan2015,uan2016,uan2017,urea2015,urea2016,urea2017,an2015,an2016,an2017
TX,MOORE,DUMAS,35.8655949,-101.9732353,218555,AG PRODUCERS CO-OP,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,0,0,0,0,0,213.31,0,0,0,0,0,0
MN,MOWER,BROWNSDALE,43.7402404,-92.8693543,218559,JONES FARM,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,48.27,0,0,0,0,0,0
MN,BLUE EARTH,MAPLETON,43.9288512,-93.9560643,218560,DUNCANSON GROWERS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,25.11,0,0,0,0,0,0
MN,WRIGHT,MAPLE LAKE,45.229132,-94.0019227,218563,SMITH FAMILY FARM OF MAPLE LAKE,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,46.25,0,0,0,0,0,0
MN,STEELE,OWATONNA,44.0838517,-93.226044,218564,KECK FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,53.53,0,0,0,0,0,0
WI,TREMPEALEAU,ELEVA,44.5757974,-91.4701576,218565,TWEET FARMS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,20.71,0,0,0,0,0,0
NE,GARFIELD,BURWELL,41.7816732,-99.1331539,218566,DANNER FARMS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,0,30.09,0,0,0
MI,CASS,NILES,41.8297694,-86.2541768,218567,MILLIKEN FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,44,0,0,0,0,0,0
MI,SAINT JOSEPH,COLON,41.9583823,-85.3249817,218568,FINKEY FARMS LLC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,21.86,0,0,0,0,0,0
MN,STEELE,BLOOMING PRAIRIE,43.8666294,-93.0510314,218569,NELSON FARMS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,27.25,0,0,0,0,0,0
NE,DIXON,EMERSON,42.2786092,-96.7267048,218570,WARREN OIL CO,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,0,29.76,0,0,0
AB,CANADA,LOMOND,50.3500785,-112.6518451,218571,SOUTH COUNTRY COOP,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,1000,0,0,0,0,0,0,0,0,0,733.58,0,0,0
NE,ANTELOPE,CLEARWATER,42.1700064,-98.1884044,218572,MORRISON FARMS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,0,31.65,0,0,0
WI,SAINT CROIX,NEW RICHMOND,45.1230213,-92.5365865,218573,TER.-RAE FARM,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,22.79,0,0,0,0,0,0
KS,EDWARDS,OFFERLE,37.8908512,-99.5578985,218574,WETZEL BROTHERS CATTLE,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,26.91,0,0,0,0,0,0
MN,NICOLLET,SAINT PETER,44.3235774,-93.9580145,218575,GAALSWYK FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,104.09,0,0,0,0,0,0
MN,STEELE,OWATONNA,44.0838517,-93.226044,218576,KLECKER FARM,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,52.29,0,0,0,0,0,0
IL,LA SALLE,STREATOR,41.1208668,-88.835352,218577,SWEEDEN FARM SERVICE,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,0,0,0,0,0,152.24,0,0,0,0,0,0
MN,MOWER,AUSTIN,43.6666296,-92.9746367,218579,MJ MERTEN PARTNERSHIP,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,79.83,0,0,0,0,0,0
TX,WHARTON,EAST BERNARD,29.5310744,-96.0710696,218580,PINNACLE AGRICULTURE DISTRIBUTION,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,0,0,0,0,0,153.3,0,0,0,0,0,0
CO,WELD,FORT LUPTON,40.0847055,-104.8130275,218583,PINNACLE AGRICULTURE DISTRIBUTION,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,0,0,0,0,0,322.89,0,0,0,0,0,0
PQ,#,STE-CATHERINE,45.40007719,-73.5738945,218584,LA COOP FEDEREE,unmatched,,no,no,yes,no,no,yes,no,CPRS,no,0,0,100,0,0,0,0,0,0,0,0,0,99.89,0,0,0
IL,SANGAMON,PAWNEE,39.5917186,-89.5803739,218585,FRY FAMILY FARM,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,62.6,0,0,0,0,0,0,0,0,0
WY,PLATTE,WHEATLAND,42.0544142,-104.9527501,218586,FRENCHMAN VALLEY COOP,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,0,0,0,0,0,167.22,0,0,0
KS,FINNEY,GARDEN CITY,37.9716898,-100.8726618,218587,CROP PRODUCTION SERVICES INC,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,0,0,0,0,0,310.6,0,0,0,0,0,0
SD,SANBORN,WOONSOCKET,44.0535982,-98.2756432,218588,SWENSON FARMS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,35.41,0,0,0,0,0,0
MN,BROWN,HANSKA,44.1488494,-94.494136,218589,SORENSON FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,53.02,0,0,0,0,0,0
KY,OHIO,HARTFORD,37.4511591,-86.9091596,218590,PINNACLE AGRICULTURE DISTRIBUTION,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,72.8,0,0,0,0,0,0
OH,SENECA,GREEN SPRINGS,41.2561649,-83.051583,218591,VAL-A-DA FARMS INC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,19.65,0,0,0,0,0,0,0,0,0
MN,OLMSTED,ROCHESTER,44.0216306,-92.4698992,218592,PYFFEROEN FARMS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,25.26,0,0,0,0,0,0
MN,NOBLES,READING,43.7035752,-95.7130676,218593,ANDREW DIERKS FARM,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,25.85,0,0,0,0,0,0
IN,VIGO,TERRE HAUTE,39.4667034,-87.4139092,218595,LEGACY AG SOLUTIONS LLC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,0
WA,DOUGLAS,WATERVILLE,47.6470761,-120.0711788,218596,AG LINK INCORPORATED,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0
NE,COLFAX,CLARKSON,41.7266741,-97.12226,218597,DLOUHY FEEDING LLC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,29.88,0,0,0,0,0,0
MN,LYON,TYLER,44.2782995,-96.134755,218598,BEDOW FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,67.6,0,0,0,0,0,0
NE,ANTELOPE,ORCHARD,42.3355602,-98.242852,218599,ORCHARD SEED,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,48.38,0,0,0,0,0,0
PA,MERCER,MERCER,41.2270025,-80.2397852,218600,STRUTHERS FARMS LLC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,20.93,0,0,0,0,0,0,0,0,0
NE,ANTELOPE,ELGIN,41.9833412,-98.0836773,218601,ANDERSON BROTHERS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,108.99,0,0,0,0,0,0
NE,ANTELOPE,ELGIN,41.9833412,-98.0836773,218602,J B FAMILY FARMS INC.,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,26.08,0,0,51.48,0,0,0
MN,SIBLEY,GIBBON,44.5338518,-94.5263709,218605,SOUTH CENTRAL GRAIN & ENERGY,unmatched,,no,yes,yes,no,yes,no,no,n/a,no,0,900,200,0,148.68,161.56,262.48,208.79,714.16,69.92,132.47,105.98,0,0,0,0
NE,GAGE,CORTLAND,40.5055573,-96.7058558,218607,NIEMEYER BROTHERS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,23.47,0,0,0,0,0,0
SD,SPINK,HITCHCOCK,44.629702,-98.4095385,218609,NORTH CENTRAL FARMERS ELEV-TULARE,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,7300,0,0,0,0,0,0,0,0,0,"5,598.86",0,0,0
TX,MOORE,DUMAS,35.8655949,-101.9732353,218612,CBS FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,50.04,0,0,0,0,0,0
MS,TALLAHATCHIE,WEBB,33.9473357,-90.3442576,218613,FLAUTT FARMS,unmatched,,no,no,no,yes,yes,no,no,n/a,no,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,48.59
MS,COAHOMA,LYON,34.2178865,-90.5420429,218614,HERITAGE FARMS INC,unmatched,,no,no,no,yes,yes,no,no,n/a,no,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,39.69
MN,MCLEOD,BROWNTON,44.7319068,-94.3502593,218615,BROWNTON - UNITED FARMERS COOP,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,900,0,0,0,0,0,0,0,0,0,713.88,0,0,0
NE,KEARNEY,MINDEN,40.4986252,-98.9478594,218616,AURORA COOPERATIVE ELEVATOR CO,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,0,0,0,0,0,290.8,0,0,0,0,0,0
OK,GREER,WILLOW,35.0514437,-99.5095342,218618,CARVER FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,80.02,0,0,0,0,0,0
NE,DAWSON,COZAD,40.8597294,-99.9873442,218619,DARR GRAIN,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,25.99,0,0,0,0,0,0
IL,CLAY,XENIA,38.6358808,-88.6347744,218620,COOPER GRAIN FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,43.63,0,0,0,0,0,0
WI,BARRON,RICE LAKE,45.5060682,-91.7382251,218621,"NUTO FARM SUPPLY ,INC",unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,44.04,0,0,0,0,0,0
CO,YUMA,WRAY,40.0758231,-102.2232495,218622,AURORA COOP,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,700,0,0,0,0,0,0,0,542.98,0,0,0,0,0,0
ND,CASS,ALICE,46.7619199,-97.5559299,218623,FARMERS UNION OIL,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,61.03,0,0,0,0,0,0,0,0,0
AB,CANADA,CARSTAIRS,51.53,-114.1,218627,CORE AG INPUTS,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,0,0,0,0,0,147.62,0,0,0
OR,UMATILLA,PENDLETON,45.672075,-118.7885967,218628,CROP PRODUCTION SERVICES INC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,40.24,0,0,0,0,0,0,0,0,0
NE,BUTLER,BELLWOOD,41.3427903,-97.2383727,218629,KOBZA FARMS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0
SD,UNION,BERESFORD,43.0805446,-96.773655,218630,NOTHDURFT FARM,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,80.4,0,0,0,0,0,0
NE,COLFAX,LEIGH,41.7052868,-97.2380953,218634,COOPERATIVE SUPPLY INC,unmatched,,no,yes,yes,no,yes,no,no,n/a,no,0,800,100,0,403.12,109.26,279.88,628.79,569.48,135.67,0,53.49,55.82,0,0,0
NE,BUFFALO,ELM CREEK,40.7194545,-99.3720431,218648,REICHART FARM,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,51.49,0,0,0,0,0,0
NE,CHASE,IMPERIAL,40.5169402,-101.6432253,218652,MARKEE AG SERVICE LLC,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,0,0,0,0,0,168.41,0,0,0
MN,WABASHA,PLAINVIEW,44.1649655,-92.1715571,218653,PROGRESSIVE AG,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,283.61,0,0,0,0,0,0,0,0,0
NE,COLFAX,CLARKSON,41.7266741,-97.12226,218654,FARMERS UNION COOP SUPPLY,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,19.73,0,0,24,0,0,0,0,0,0
TX,COLLINGSWORTH,DODSON,34.7667247,-100.023994,218655,STEPHEN KANE,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,26.13,0,0,0,0,0,0
IN,CLAY,CENTERPOINT,39.4169862,-87.0772361,218657,SCHOPMEYER AG SERVICES INC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,119.94,0,0,0,0,0,0,0,0,0
NE,HALL,CAIRO,41.0011236,-98.6075718,218658,KLEIN FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,53.52,0,0,0,0,0,0
WI,MARATHON,UNITY,44.8516322,-90.3165242,218659,LYNN BROS FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,79.54,0,0,0,0,0,0
NE,HALL,GRAND ISLAND,40.9250123,-98.3420068,218662,A & A FARMS,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,0,0,0,0,0,174.35,0,0,0,0,0,0
MN,MOWER,GRAND MEADOW,43.7057964,-92.5721206,218664,OEHLKE FARMS,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,20.84,0,0,0,0,0,0,0,0,0
OK,MAJOR,AMES,36.2458685,-98.1853448,218665,NORTHWEST INVESTMENTS LLC,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,300,0,0,0,0,0,0,0,0,0,267.64,0,0,0
ID,LEWIS,NEZPERCE,46.2348914,-116.2406974,218671,THE MCGREGOR COMPANY,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,95.66,0,0,0,0,0,0,0,0,0
SD,BROOKINGS,ELKTON,44.236079,-96.4811547,218673,ROBERT EVEN FARM,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,20.28,0,0,0,0,0,0,0,0,0
MT,GALLATIN,BELGRADE,45.7760403,-111.1768973,218685,ROCKY MOUNTAIN SUPPLY,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,0,0,94.96,0,0,0
TX,GILLESPIE,STONEWALL,30.2360359,-98.6644769,218686,ALLIED AG SERVICES INC,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,0,53.74,0,0,0,0,0,0
IA,HAMILTON,WILLIAMS,42.4883119,-93.5449323,218689,AGROLIQUID,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,0,0,0,0,0,337.11,0,0,0,0,0,0
CA,FRESNO,FIREBAUGH,36.8588376,-120.4560072,218691,CROP PRODUCTION SERVICES INC,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,500,0,0,0,0,0,0,0,349.27,0,0,0,0,0,0
CA,FRESNO,FRESNO,36.7477272,-119.7723661,218692,CPS INC BRANCH 507,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,0,0,0,0,0,155.18,0,0,0,0,0,0
SD,TRIPP,WINNER,43.3766665,-99.8590069,218693,COVEY CUSTOM APPLICATION LLC,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,0,0,59.75,0,0,0
KS,HARVEY,SEDGWICK,37.9166784,-97.422541,218704,WILBUR-ELLIS COMPANY,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
CJ,COUNTY CJ33,GRAND CAYMAN,19.329905,-81.252304,EX0004,KOCH NITROGEN INTERNATIONAL,EX0004,,no,no,no,no,no,no,no,n/a,no,0,0,0,0,"15,596.40","60,463.16","25,429.42",0,0,0,0,0,0,0,0,0
SK,#,REGINA,50.4333,-104.667,EX0005,CPS CANADA INC,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,300,0,0,0,0,0,0,0,0,0,198.29,0,0,0
UT,SALT LAKE,SALT LAKE CITY,40.7607794,-111.8910474,EX0009,DYNO NOBEL INC.,unmatched,,no,no,no,no,no,no,no,n/a,no,0,0,0,0,0,0,"10,480.16",0,0,0,0,0,0,0,0,0
NE,#,Greenwood,40.9627758,-96.4411197,PL3027,"Greenwood, NE",0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,20.76,0,0,0,0,0,0,0,0,0,0
KS,GRANT,Ulysses,37.5814095,-101.3551696,PL3056,"Ulysses, KS",0,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,21.02,42.02,21,0,50.16,0,0,0,0,0,0,0
IN,#,Galveston,40.5789277,-86.190272,PL3057,"Walton, IN",0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,19.32,0,0,0,0,0,0,0,0,0,0
MS,SHARKEY,ROLLING FORK,32.9065168,-90.8781567,PL3101,ROLLING FORK MS CPS,0,,no,yes,no,no,yes,no,no,n/a,no,0,1300,0,0,0,0,0,"1,010.60",203.29,0,0,0,0,0,0,0
AB,#,DEBOLT,55.21671094,-118.0193406,215116,CPS CANADA,101394,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,104.8,0,0,0,0,0,0,0,0,0,0,0
AB,#,DIAMOND CITY,49.79161,-112.842553,216304,SOUTH COUNTRY COOP,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,48.5,0,0,0,0,0
AB,#,Leduc,53.26,-113.56,214885,Ray Agro & Petroleum Ltd,101388,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,208.83,0,0,0,0,0,0,0,0,0,0,0
AB,#,RIMBEY,52.63,-114.22,215769,CPS CANADA INC,EX0005,,no,no,yes,no,yes,no,no,n/a,no,0,0,500,0,0,0,0,0,0,0,393.71,0,0,0,0,0
AB,#,RYCROFT,55.757481,-118.699127,215113,BLUEWAVE ENERGY,101394,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,70.26,0,0,0,0,0,0,0,0,0,0,0
AB,#,THORHILD,54.16685784,-113.1187079,216481,RICHARDSON PIONEER LTD,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,54.11,0,0,0,0,0,0,0,0,0,0,0
AB,#,VIKING,53.08,-111.78,215396,CPS CANADA,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,37.1,0,0,0,0,0,0,0,0,0,0,0
AB,CANADA,BEISEKER,51.38341796,-113.5352504,203994,Crop Production Services Canada,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,500,0,970.97,0,0,0,0,0,396.43,0,0,0,0,0
AB,CANADA,BROOKS,50.55,-111.85,210700,Crop Production Services Canada,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,3700,0,0,0,0,0,0,0,"2,861.53",0,0,0,0,0
AB,CANADA,EDMONTON,53.5667,-113.517,201819,KEG RIVER CHEMICAL CORP,100102,,no,no,yes,no,yes,no,no,n/a,no,0,0,1600,0,0,0,0,0,0,0,"1,266.95",0,0,0,0,0
AB,CANADA,FORESTBURG,52.58344079,-112.0685,204176,Crop Production Services Canada,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,65.84,0,0,0,0,0,0,0,0,0,0,0
AB,CANADA,INNISFAIL,52.029,-113.9474,200622,GREEN WAY FARM SUPPLY,101382,,no,no,yes,no,yes,no,no,n/a,no,0,0,4600,0,0,0,0,0,0,0,"3,572.74",0,0,0,0,0
AB,CANADA,MILO,50.5667995,-112.8851799,210755,Crop Production Services Canada,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,1700,0,0,0,0,0,0,0,"1,288.91",0,0,0,0,0
AB,CANADA,RADWAY,54.080965,-112.988287,204121,VITERRA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,300,0,0,0,0,0,0,0,198.85,0,0,0,0,0
AB,CANADA,RYLEY,53.2886159,-112.4336529,202607,CPS RYLEY VIKING TERMINAL,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,700,0,0,0,0,0,0,0,542.91,0,0,0,0,0
AB,CANADA,TORRINGTON,51.782152,-113.559341,207012,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,600,0,0,0,0,0,0,0,495.42,0,0,0,0,0
AB,CANADIAN,BENTLEY,52.46680933,-114.0687109,210881,CPS CANADA,101496,,no,no,yes,no,yes,no,no,n/a,no,0,0,800,0,0,0,0,0,0,0,582.14,0,0,0,0,0
AB,CANADIAN,CARSELAND,50.850349,-113.465263,207005,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,500,0,"1,297.23",0,0,0,0,0,396.39,0,0,0,0,0
AB,CANADIAN,LETHBRIDGE,49.6333,-112.8,204181,Crop Production Services Canada,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,700,0,0,0,0,0,0,0,541.99,0,0,0,0,0
AB,CANADIAN,MEDICINE HAT,50.041069,-110.678093,204194,Crop Production Services Canada,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,0,0,0,145.62,0,0,0,0,0
AB,CANADIAN,MILK RIVER,49.148758,-112.08712,207000,CPS CANADA,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,54.19,0,0,0,0,0,0,0,0,0,0,0
AB,CANADIAN,PICTURE BUTTE,49.88,-112.8,206995,CPS CANADA,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,2000,0,0,0,0,0,0,0,"1,561.89",0,0,0,0,0
AB,CANADIAN,PONOKA,52.7,-113.583,212238,CPS CANADA,101360,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,97.93,0,0,0,0,0
AB,CANADIAN,TABER,49.7833,-112.133,204024,Crop Production Services Canada,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,1200,0,40.88,0,0,0,0,0,888.4,0,0,0,0,0
AL,CONECUH,EVERGREEN,32.5523553,-86.7577614,202243,AGRI-AFC LLC,100174,,no,no,yes,no,yes,no,no,n/a,no,0,0,2800,0,0,0,0,0,0,0,"2,167.75",0,0,0,0,0
AL,CONECUH,EVERGREEN,32.5523553,-86.7577614,208575,FARMERS FAVORITE FERTILIZER,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,22.47,0,0,0,0,0
AL,COVINGTON,ANDALUSIA,31.3085039,-86.4832913,211710,ANDALUSIA FARMERS CO-OP PLANT,100174,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,23.78,0,0,0,0,0
AL,DALLAS,SELMA,32.4073589,-87.0211007,211651,AGRI-AFC LLC CENTRAL AGRONOMY,100174,,no,no,yes,no,yes,no,no,n/a,no,0,0,700,0,0,0,0,0,0,0,555.17,0,0,0,0,0
AL,ESCAMBIA,ATMORE,31.0237921,-87.4938708,202701,AGRI-AFC LLC,100174,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,71.77,0,0,0,0,0
AL,ETOWAH,GADSDEN,34.014264,-86.0066386,208787,RED BARN FARM AND GARDEN CTR,100273,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,22.91,0,0,0,0,0
AL,HALE,MOUNDVILLE,32.9976242,-87.6300075,211720,WESTERVELT LUMBER,100101,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,23.23,0,0,0,0,0
AL,HENRY,HEADLAND,31.351284,-85.3421559,202242,AGRI-AFC LLC,100174,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,23.44,0,0,0,0,0
AL,HENRY,HEADLAND,31.351284,-85.3421559,207442,CROP PRODUCTION SERVICES INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,24.07,0,0,0,0,0
AL,LAMAR,DETROIT,34.0281608,-88.1700368,216542,T. E. SPRUIEL,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,0,0,23.61,0,0
AL,MOBILE,GRAND BAY,30.4763084,-88.3422303,202245,AGRI-AFC LLC,100174,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,0,0,0,162.75,0,0,0,0,0
AL,MONTGOMERY,MONTGOMERY,32.3668052,-86.2999689,202232,AGRI-AFC LLC,100174,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,0,0,0,190,0,0,0,0,0
AR,BENTON,GENTRY,36.2675793,-94.4846602,213996,CODY HAYS,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,27.28,0,0,0,0,0,0,0,0
AR,CRAWFORD,ALMA,35.4778653,-94.2218752,214014,JIMMY D GOOCH,0,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,20.39,0,0,49.25,0,0,0,0,0,0,0,0
AR,DESHA,PENDLETON,33.977324,-91.3820645,206095,OAKLEY PENDLETON WAREHOUSE,0,,no,no,yes,no,no,no,no,n/a,yes,0,0,1900,0,0,0,0,0,0,0,"1,496.01",0,0,0,0,0
AR,MADISON,HINDSVILLE,36.1442426,-93.8621399,210616,VALLEY FERTILIZER,101143,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,24.15,0,0,0,0,0
AR,PHILLIPS,HELENA,34.5295471,-90.5917722,200973,HELENA BRIDGE TERMINAL INC,0,,no,no,yes,no,no,no,no,n/a,yes,0,0,4000,0,0,0,0,0,0,0,"3,103.50",0,0,0,0,0
AZ,SANTA CRUZ,DUNCAN,32.7214599,-109.1053408,214292,HAYMORE FARMS,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,36.85,0,0,0,0,0,0,0,0,0,0,0
CA,BUTTE,CHICO,39.7284945,-121.8374777,206010,NORTH VALLEY AG SERVICES,0,,no,no,yes,no,no,yes,no,UP,no,0,0,400,0,0,0,0,0,0,0,299.1,0,0,0,0,0
CO,BACA,TWO BUTTES,37.5611244,-102.3976887,211299,WOOD FARMS,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,117.21,0,0,0,0,0,0,0,0,0,0,0
CO,BACA,WALSH,37.3861271,-102.2782394,216239,CUSTOM APPLICATORS LLC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,22.39,0,0,0,0,0,0,0,0
